Term,Year,Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Academic Program Code
Fall,2012,120128 ,LL ,783 ,PHD ,0365 ,Social Work ,  ,  ,24,5,19,0,10,1,0,0,0,0,1,12,0,0,0,8,16,10KS0365PHD,,
Fall,2012,120128 ,LM ,468 ,PHD ,5094 ,Informatics ,  ,  ,14,14,0,0,6,0,0,0,0,0,1,7,0,0,0,5,9,10KS5094PHD,,
Fall,2012,120128 ,LN ,641 ,NDEG ,1249 ,Nondegree-CE ,  ,  ,57,16,41,0,40,2,8,4,0,0,1,0,2,11,0,0,57,10LN1249NDEJ,,
Fall,2012,120128 ,LP ,992 ,CAS ,0370 ,Library & Information Science ,  ,  ,8,1,7,0,5,0,1,0,0,0,1,1,0,2,0,5,3,10KS0370CAS,,
Fall,2012,120128 ,LP ,992 ,CAS ,0370 ,Library & Information Science ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0370CASU,,
Fall,2012,120128 ,LP ,992 ,MS ,0370 ,Library & Information Science ,  ,  ,244,64,180,0,197,9,9,8,1,0,5,14,1,9,4,138,106,10KS0370MS,,
Fall,2012,120128 ,LP ,992 ,MS ,0370 ,Library & Information Science ,  ,  ,11,1,10,0,10,0,0,1,0,0,0,0,0,0,1,10,1,10KS0370MSU,,
Fall,2012,120128 ,LP ,992 ,MS ,4026 ,Bioinformatics ,5098 ,Library & Information Science ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KS5098MS,,
Fall,2012,120128 ,LP ,992 ,PHD ,0370 ,Library & Information Science ,  ,  ,49,22,27,0,28,4,2,4,0,0,0,11,0,3,1,19,30,10KS0370PHD,,
Spring,2012,120128 ,KL ,306 ,MS ,5186 ,Bioenergy ,5166 ,Professional Science Masters ,9,7,2,0,6,1,0,0,0,0,0,2,0,0,0,6,3,1PKS5186MS,,
Spring,2012,120128 ,KL ,306 ,MS ,5188 ,Agricultural Production ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1PKS5188MS,,
Spring,2012,120128 ,KL ,306 ,MS ,5188 ,Agricultural Production ,5166 ,Professional Science Masters ,8,4,4,0,4,1,0,0,0,0,0,2,1,0,0,5,3,1PKS5188MS,,
Spring,2012,120128 ,KL ,342 ,BS ,5318 ,Agric Leadership & Sci Educ ,5319 ,Agricultural Science Education ,18,8,10,0,16,0,2,0,0,0,0,0,0,2,0,18,0,10KL5319BS,,
Spring,2012,120128 ,KL ,342 ,BS ,5318 ,Agric Leadership & Sci Educ ,5320 ,Agricultural Leadership Educ ,25,14,11,0,16,1,5,1,0,0,0,2,0,5,0,20,5,10KL5320BS,,
Spring,2012,120128 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5003 ,Agri-Accounting ,93,50,43,0,56,17,4,1,0,0,0,14,1,4,0,77,16,10KL5003BS,,
Spring,2012,120128 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5004 ,Agri-Finance ,9,6,3,0,4,1,0,0,0,0,0,4,0,0,0,5,4,10KL5004BS,,
Spring,2012,120128 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5005 ,Farm Management ,21,19,2,0,21,0,0,0,0,0,0,0,0,0,0,21,0,10KL5005BS,,
Spring,2012,120128 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5006 ,Agribusiness Markets & Mgmt ,142,107,35,0,115,10,4,3,0,0,1,7,2,4,0,125,17,10KL5006BS,,
Spring,2012,120128 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5007 ,Consumer Economics & Finance ,107,79,28,0,70,13,4,2,0,0,0,17,1,4,1,86,21,10KL5007BS,,
Spring,2012,120128 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5008 ,Envirnmntal Economics & Policy ,28,20,8,0,18,3,1,1,0,0,1,4,0,1,1,23,5,10KL5008BS,,
Spring,2012,120128 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5010 ,"Policy, Intl Trade, & Dvlpmt ",42,21,21,0,21,6,2,5,0,0,0,8,0,2,0,31,11,10KL5010BS,,
Spring,2012,120128 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5011 ,Public Policy and Law ,43,20,23,0,27,5,5,2,0,0,0,4,0,5,0,36,7,10KL5011BS,,
Spring,2012,120128 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5136 ,Financial Planning ,77,44,33,0,46,4,4,4,0,0,2,17,0,5,0,59,18,10KL5136BS,,
Spring,2012,120128 ,KL ,470 ,BS ,0176 ,Agr & Consumer Economics ,5316 ,Finance in Agri-Business ,69,52,17,0,53,4,3,2,0,0,3,3,1,3,0,65,4,10KL5316BS,,
Spring,2012,120128 ,KL ,470 ,MS ,0176 ,Agr & Consumer Economics ,  ,  ,4,3,1,0,1,0,0,0,0,0,0,3,0,0,0,1,3,10KS0176MS,,
Spring,2012,120128 ,KL ,470 ,MS ,5273 ,Agricultural & Applied Econ ,  ,  ,28,11,17,0,12,0,0,3,0,0,0,13,0,1,1,9,19,10KS5273MS,,
Spring,2012,120128 ,KL ,470 ,PHD ,0176 ,Agr & Consumer Economics ,  ,  ,9,5,4,0,1,0,0,0,0,0,0,8,0,0,0,0,9,10KS0176PHD,,
Spring,2012,120128 ,KL ,470 ,PHD ,5273 ,Agricultural & Applied Econ ,  ,  ,26,14,12,0,4,3,0,0,0,0,0,19,0,0,0,0,26,10KS5273PHD,,
Spring,2012,120128 ,KL ,483 ,NDEG ,0067 ,Nondegree ,  ,  ,124,74,50,0,77,2,1,2,1,0,1,39,1,1,2,85,39,10KL0067NDEG,,
Spring,2012,120128 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0006 ,"Companion,Rec,Lab An Sci ",7,1,6,0,6,0,0,0,0,0,1,0,0,0,1,7,0,10KL0006BS,,
Spring,2012,120128 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0007 ,Food Animal Science ,3,2,1,0,2,0,0,1,0,0,0,0,0,0,0,3,0,10KL0007BS,,
Spring,2012,120128 ,KL ,538 ,BS ,0002 ,Animal Sciences ,0008 ,"Science, Biotech & Pre-VetMed ",17,2,15,0,13,1,0,3,0,0,0,0,0,0,1,17,0,10KL0008BS,,
Spring,2012,120128 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5267 ,Technology and Management ,22,11,11,0,19,0,0,0,0,0,1,2,0,0,0,20,2,10KL0002BS,,
Spring,2012,120128 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5268 ,Companion Animal & Equine Sci ,88,13,75,0,65,2,6,7,0,1,4,3,0,6,1,83,5,10KL0002BS,,
Spring,2012,120128 ,KL ,538 ,BS ,0002 ,Animal Sciences ,5269 ,"Science, Pre-Vet Med and Med ",361,61,300,0,273,23,16,35,0,0,10,2,2,19,6,343,18,10KL0002BS,,
Spring,2012,120128 ,KL ,538 ,MS ,0002 ,Animal Sciences ,  ,  ,38,20,18,0,30,2,0,2,0,0,0,4,0,0,0,24,14,10KS0002MS,,
Spring,2012,120128 ,KL ,538 ,MS ,4026 ,Bioinformatics ,5099 ,Animal Science ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10KS5099MS,,
Spring,2012,120128 ,KL ,538 ,PHD ,0002 ,Animal Sciences ,  ,  ,51,33,18,0,21,0,0,1,0,0,0,29,0,0,0,13,38,10KS0002PHD,,
Spring,2012,120128 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,129,42,87,0,60,24,6,8,0,1,2,28,0,6,2,96,33,10KL0038BS,,
Spring,2012,120128 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0039 ,Food Industry and Business ,14,6,8,0,11,1,0,1,0,0,0,1,0,0,0,12,2,10KL0039BS,,
Spring,2012,120128 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,112,16,96,0,65,19,9,9,0,0,0,10,0,10,0,96,16,10KL0040BS,,
Spring,2012,120128 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0041 ,Dietetics ,96,6,90,0,68,9,1,7,0,0,3,7,1,2,1,84,12,10KL0041BS,,
Spring,2012,120128 ,KL ,698 ,BS ,0037 ,Food Science & Human Nutrition ,0042 ,Hospitality Management ,78,28,50,0,47,6,1,8,0,0,6,10,0,4,2,66,12,10KL0042BS,,
Spring,2012,120128 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,  ,  ,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,10KS0037MS,,
Spring,2012,120128 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1PKS0037MS,,
Spring,2012,120128 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,27,6,21,0,12,2,0,0,0,0,0,13,0,0,0,8,19,10KS0037MS,,
Spring,2012,120128 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,8,0,8,0,2,0,0,0,0,0,0,6,0,0,0,2,6,10KS0037MS,,
Spring,2012,120128 ,KL ,698 ,MS ,0037 ,Food Science & Human Nutrition ,5166 ,Professional Science Masters ,13,3,10,0,2,3,0,0,0,0,0,8,0,0,0,3,10,1PKS0037MS,,
Spring,2012,120128 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,  ,  ,12,5,7,0,6,0,1,0,0,0,0,5,0,1,0,4,8,10KS0037PHD,,
Spring,2012,120128 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,0038 ,Food Science ,17,7,10,0,5,1,0,0,0,0,0,11,0,0,0,3,14,10KS0037PHD,,
Spring,2012,120128 ,KL ,698 ,PHD ,0037 ,Food Science & Human Nutrition ,0040 ,Human Nutrition ,9,1,8,0,0,2,0,0,0,0,0,7,0,0,0,1,8,10KS0037PHD,,
Spring,2012,120128 ,KL ,741 ,BS ,0025 ,Technical Systems Management ,  ,  ,201,183,18,0,127,21,10,22,1,1,5,13,1,11,2,183,18,10KL0025BS,,
Spring,2012,120128 ,KL ,741 ,BSAG ,0029 ,Agr Engineering & Agr Science ,  ,  ,4,3,1,0,3,0,0,0,0,0,1,0,0,1,0,4,0,10KL0029BSAG,,
Spring,2012,120128 ,KL ,741 ,BSAG ,5163 ,Agricultural & Biological Engr ,  ,  ,75,56,19,0,37,13,7,8,0,0,3,7,0,7,0,53,22,10KL5163BSAG,,
Spring,2012,120128 ,KL ,741 ,MS ,0025 ,Technical Systems Management ,  ,  ,6,6,0,0,3,0,0,1,0,0,0,2,0,0,0,3,3,10KS0025MS,,
Spring,2012,120128 ,KL ,741 ,MS ,0025 ,Technical Systems Management ,5166 ,Professional Science Masters ,7,6,1,0,2,1,2,0,0,0,0,2,0,2,0,5,2,1PKS0025MS,,
Spring,2012,120128 ,KL ,793 ,BS ,0043 ,Agr & Environmental Cmc & Educ ,5033 ,"Agr, Cons, Env Sci Communictn ",19,4,15,0,15,1,1,0,0,0,1,1,0,2,1,18,1,10KL5033BS,,
Spring,2012,120128 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0049 ,Child and Adolescent Dev ,158,14,144,0,102,9,28,11,1,0,3,3,1,29,2,148,10,10KL0049BS,,
Spring,2012,120128 ,KL ,793 ,BS ,0048 ,Human Development & Family St ,0050 ,Family Studies ,66,6,60,0,44,3,7,11,0,0,1,0,0,8,0,65,1,10KL0050BS,,
Spring,2012,120128 ,KL ,793 ,MS ,0181 ,Agricultural Education ,  ,  ,5,1,4,0,5,0,0,0,0,0,0,0,0,0,0,5,0,10KS0181MS,,
Spring,2012,120128 ,KL ,793 ,MS ,0183 ,Human & Community Development ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KS0183MS,,
Spring,2012,120128 ,KL ,793 ,NONE ,0048 ,Human Development & Family St ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KL0048NONE,,
Spring,2012,120128 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,  ,  ,14,2,12,0,9,1,2,1,0,0,1,0,0,2,0,4,10,10KS0183PHD,,
Spring,2012,120128 ,KL ,793 ,PHD ,0183 ,Human & Community Development ,5126 ,Human Development & Family St ,10,3,7,0,6,2,0,2,0,0,0,0,0,0,0,3,7,10KS0183PHD,,
Spring,2012,120128 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0031 ,Agroecology ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10KL0031BS,,
Spring,2012,120128 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0033 ,Crops ,29,23,6,0,28,0,0,0,1,0,0,0,0,0,1,29,0,10KL0033BS,,
Spring,2012,120128 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0034 ,Crop Agribusiness ,43,38,5,0,43,0,0,0,0,0,0,0,0,0,0,42,1,10KL0034BS,,
Spring,2012,120128 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0035 ,Plant Biotech & Molecular Bio ,33,22,11,0,25,0,2,0,0,0,1,5,0,3,0,28,5,10KL0035BS,,
Spring,2012,120128 ,KL ,802 ,BS ,0030 ,Crop Sciences ,0036 ,Biological Sciences ,6,4,2,0,3,2,1,0,0,0,0,0,0,1,0,4,2,10KL0036BS,,
Spring,2012,120128 ,KL ,802 ,BS ,0030 ,Crop Sciences ,5123 ,Integrated Pest Management ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KL5123BS,,
Spring,2012,120128 ,KL ,802 ,BS ,0063 ,Horticulture ,0064 ,Horticulture Science ,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,10KL0063BS,,
Spring,2012,120128 ,KL ,802 ,BS ,0063 ,Horticulture ,0064 ,Horticulture Science ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KL0064BS,,
Spring,2012,120128 ,KL ,802 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KL0063BS,,
Spring,2012,120128 ,KL ,802 ,BS ,0063 ,Horticulture ,0065 ,Production and Management ,3,3,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,10KL0065BS,,
Spring,2012,120128 ,KL ,802 ,BS ,0063 ,Horticulture ,5300 ,Sustainable Landscapes ,7,3,4,0,7,0,0,0,0,0,0,0,0,0,0,7,0,10KL0063BS,,
Spring,2012,120128 ,KL ,802 ,BS ,0063 ,Horticulture ,5301 ,Specialty Crops ,19,12,7,0,14,2,0,2,0,0,0,0,1,0,0,18,1,10KL0063BS,,
Spring,2012,120128 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,47,26,21,0,31,0,1,1,0,0,1,13,0,1,0,24,23,10KS0030MS,,
Spring,2012,120128 ,KL ,802 ,MS ,0030 ,Crop Sciences ,  ,  ,4,3,1,0,3,0,0,1,0,0,0,0,0,0,0,1,3,10KS0030MSU,,
Spring,2012,120128 ,KL ,802 ,MS ,4026 ,Bioinformatics ,5100 ,Crop Science ,6,2,4,0,2,2,0,0,0,0,0,2,0,0,0,1,5,10KS5100MS,,
Spring,2012,120128 ,KL ,802 ,PHD ,0030 ,Crop Sciences ,  ,  ,64,47,17,0,33,2,0,2,0,0,0,27,0,0,0,24,40,10KS0030PHD,,
Spring,2012,120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,  ,  ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KL0051BS,,
Spring,2012,120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,38,23,15,0,33,2,0,1,0,0,1,1,0,1,1,37,1,10KL0051BS,,
Spring,2012,120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,21,16,5,0,16,1,0,2,0,0,0,2,0,0,0,17,4,10KL0057BS,,
Spring,2012,120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3871 ,Human Dimensions ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KL3871BS,,
Spring,2012,120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3872 ,Resource Ecology ,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,10KL3872BS,,
Spring,2012,120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3873 ,Soil and Water Science ,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,10KL3873BS,,
Spring,2012,120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5239 ,Humn Dimnsns of the Environmnt ,73,30,43,0,50,5,3,7,0,0,1,7,0,4,0,64,9,10KL0051BS,,
Spring,2012,120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5240 ,Resrce Cons & Restoration Ecol ,77,43,34,0,54,2,0,2,0,0,5,14,0,0,2,60,17,10KL0051BS,,
Spring,2012,120128 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5241 ,Globl Chg & Landscape Dynamics ,25,11,14,0,14,3,1,1,0,0,0,6,0,1,0,18,7,10KL0051BS,,
Spring,2012,120128 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,51,34,17,0,43,1,1,0,1,0,1,4,0,1,2,17,34,10KS0190MS,,
Spring,2012,120128 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10KS0190MSU,,
Spring,2012,120128 ,KL ,875 ,PHD ,0190 ,Natural Res & Env Sciences ,  ,  ,26,19,7,0,12,0,0,1,0,0,0,12,1,0,0,6,20,10KS0190PHD,,
Spring,2012,120128 ,KL ,971 ,MS ,0191 ,Nutritional Sciences ,  ,  ,16,6,10,0,8,3,1,2,0,0,0,2,0,1,0,8,8,10KS0191MS,,
Spring,2012,120128 ,KL ,971 ,PHD ,0191 ,Nutritional Sciences ,  ,  ,22,5,17,0,13,2,0,2,0,0,0,5,0,0,0,8,14,10KS0191PHD,,
Spring,2012,120128 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,237,165,72,0,85,19,19,8,0,1,1,102,2,19,1,89,148,10KS9875MBA,,
Spring,2012,120128 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,4064 ,MBA ,104,73,31,0,65,12,11,3,0,0,2,8,3,12,1,104,0,10KS4064MBA,,
Spring,2012,120128 ,KM ,260 ,BS ,0075 ,Finance ,  ,  ,501,341,160,0,278,80,10,18,0,1,8,106,0,11,1,363,138,10KM0075BS,,
Spring,2012,120128 ,KM ,260 ,MS ,0075 ,Finance ,  ,  ,130,67,63,0,7,4,0,0,0,0,0,118,1,0,0,4,126,10KS0075MSK,,
Spring,2012,120128 ,KM ,260 ,PHD ,0075 ,Finance ,  ,  ,24,15,9,0,0,2,0,0,0,0,0,22,0,0,0,1,23,10KS0075PHD,,
Spring,2012,120128 ,KM ,346 ,BS ,0071 ,Accountancy ,  ,  ,962,514,448,0,474,171,31,57,1,1,7,217,3,32,4,691,271,10KM0071BS,,
Spring,2012,120128 ,KM ,346 ,MAS ,0071 ,Accountancy ,  ,  ,245,140,105,0,141,43,3,12,0,0,0,46,0,3,0,179,66,10KS0071MAS,,
Spring,2012,120128 ,KM ,346 ,MAS ,0071 ,Accountancy ,5101 ,Taxation ,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,10KS0071MAS,,
Spring,2012,120128 ,KM ,346 ,MS ,0071 ,Accountancy ,  ,  ,136,22,114,0,4,2,0,0,0,0,1,128,1,0,0,3,133,10KS0071MSK,,
Spring,2012,120128 ,KM ,346 ,MS ,5187 ,Taxation ,  ,  ,31,8,23,0,14,6,1,4,0,0,3,2,1,2,0,27,4,10KS5187MSK2,,
Spring,2012,120128 ,KM ,346 ,PHD ,0071 ,Accountancy ,  ,  ,21,13,8,0,15,0,0,1,0,0,1,3,1,0,1,6,15,10KS0071PHD,,
Spring,2012,120128 ,KM ,902 ,BS ,0079 ,Business Administration ,0081 ,Organizational Administration ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KM0081BS,,
Spring,2012,120128 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,105,33,72,0,68,12,5,9,0,0,2,8,1,6,0,88,17,10KM1432BS,,
Spring,2012,120128 ,KM ,902 ,BS ,1432 ,Marketing ,  ,  ,93,39,54,0,66,8,6,8,0,0,2,3,0,6,0,83,10,10KM8037BS,,
Spring,2012,120128 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,22,21,1,0,16,3,1,1,0,0,0,1,0,1,0,20,2,10KM5070BS,,
Spring,2012,120128 ,KM ,902 ,BS ,5070 ,Information Sys & Info Tech ,  ,  ,12,7,5,0,10,1,0,1,0,0,0,0,0,0,0,11,1,10KM8037BS,,
Spring,2012,120128 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,15,8,7,0,11,3,0,1,0,0,0,0,0,0,0,13,2,10KM5071BS,,
Spring,2012,120128 ,KM ,902 ,BS ,5071 ,Supply Chain Management ,  ,  ,43,25,18,0,33,5,1,1,0,0,1,2,0,2,0,40,3,10KM8037BS,,
Spring,2012,120128 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,23,16,7,0,16,1,1,2,0,0,0,3,0,1,0,17,6,10KM5072BS,,
Spring,2012,120128 ,KM ,902 ,BS ,5072 ,Business Process Management ,  ,  ,9,3,6,0,5,3,1,0,0,0,0,0,0,1,0,7,2,10KM8037BS,,
Spring,2012,120128 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,16,9,7,0,8,1,2,4,0,0,1,0,0,2,1,16,0,10KM5073BS,,
Spring,2012,120128 ,KM ,902 ,BS ,5073 ,Management ,0086 ,Entrepreneurship ,5,1,4,0,1,0,2,0,0,0,0,2,0,2,0,3,2,10KM8037BS,,
Spring,2012,120128 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,29,12,17,0,18,6,1,2,0,0,0,2,0,1,0,27,2,10KM5073BS,,
Spring,2012,120128 ,KM ,902 ,BS ,5073 ,Management ,5074 ,International Business ,14,4,10,0,8,1,1,2,0,0,1,1,0,1,0,13,1,10KM8037BS,,
Spring,2012,120128 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,35,20,15,0,27,3,2,1,0,0,1,1,0,2,0,33,2,10KM5073BS,,
Spring,2012,120128 ,KM ,902 ,BS ,5073 ,Management ,5075 ,General Management ,12,4,8,0,8,0,2,2,0,0,0,0,0,2,0,11,1,10KM8037BS,,
Spring,2012,120128 ,KM ,902 ,MS ,5148 ,Technology Management ,  ,  ,102,69,33,0,7,15,3,0,0,0,0,75,2,3,0,17,85,10KS5148MSK,,
Spring,2012,120128 ,KM ,902 ,PHD ,0079 ,Business Administration ,  ,  ,46,24,22,0,7,3,2,0,0,0,0,34,0,2,0,1,45,10KS0079PHD,,
Spring,2012,120128 ,KM ,938 ,MBA ,9875 ,Business Administration (MBA) ,3924 ,Executive Program ,60,44,16,0,35,12,9,2,0,0,1,0,1,10,2,57,3,10KS3924MBA2,,
Spring,2012,120128 ,KM ,952 ,NDEG ,0067 ,Nondegree ,  ,  ,83,53,30,0,0,0,0,0,0,0,0,82,1,0,0,0,83,10KM0067NDEG,,
Spring,2012,120128 ,KM ,952 ,NONE ,0070 ,Curric Unassigned ,  ,  ,924,534,390,0,533,148,35,77,0,2,20,102,7,44,6,716,208,10KM0070NONE,,
Spring,2012,120128 ,KN ,335 ,NDEG ,0067 ,Nondegree ,  ,  ,6,0,6,0,4,0,0,2,0,0,0,0,0,0,1,6,0,10KN0067NDEG,,
Spring,2012,120128 ,KN ,335 ,NONE ,4089 ,Pre-Early Chld/Elem Ed/Spec Ed ,  ,  ,260,15,245,0,183,26,9,26,0,1,9,3,3,11,3,251,9,10KN4089NONE,,
Spring,2012,120128 ,KN ,570 ,BS ,0093 ,Special Education ,  ,  ,80,7,73,0,70,4,1,3,0,0,2,0,0,1,1,80,0,10KN0093BS,,
Spring,2012,120128 ,KN ,570 ,CAS ,0093 ,Special Education ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0093CAS,,
Spring,2012,120128 ,KN ,570 ,EDM ,0093 ,Special Education ,  ,  ,34,4,30,0,25,1,3,2,0,0,0,2,1,3,0,26,8,10KS0093EDM,,
Spring,2012,120128 ,KN ,570 ,MS ,0093 ,Special Education ,  ,  ,3,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,1,10KS0093MS,,
Spring,2012,120128 ,KN ,570 ,NDEG ,0093 ,Special Education ,  ,  ,5,2,3,0,5,0,0,0,0,0,0,0,0,0,0,4,1,10KS0093NDEG,,
Spring,2012,120128 ,KN ,570 ,PHD ,0093 ,Special Education ,  ,  ,24,2,22,0,18,0,2,2,0,0,0,2,0,2,0,13,11,10KS0093PHD,,
Spring,2012,120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3957 ,ECh: Anthropology ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3957BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3966 ,ECh: Geography ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KN3966BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3967 ,ECh: History ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,2,0,10KN3967BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3968 ,ECh: Language arts ,4,0,4,0,2,2,0,0,0,0,0,0,0,0,0,4,0,10KN3968BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3969 ,ECh: Linguistics ,4,1,3,0,3,0,0,0,0,0,0,1,0,0,0,3,1,10KN3969BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3970 ,ECh: Mathematics ,3,0,3,0,1,1,0,0,0,1,0,0,0,0,0,3,0,10KN3970BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3975 ,ECh: Psychology ,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,10KN3975BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,3976 ,ECh: Sociology ,3,0,3,0,1,0,2,0,0,0,0,0,0,2,0,3,0,10KN3976BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0094 ,Early Childhood Education ,4014 ,ECh: Spanish ,6,0,6,0,4,0,1,1,0,0,0,0,0,1,0,6,0,10KN4014BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3936 ,EIEd: Anthropology ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3936BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3939 ,EIEd: Biology ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10KN3939BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3942 ,EIEd: Earth Science ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3942BS,,
