term/year_code,coll,dept,degree,major_code,major_name,conc_code,concentration_name_(if_any),total,by_gender_men,by_gender_women,by_gender_unknown,by_self-reported_race/ethnicity_caucasian,by_self-reported_race/ethnicity_asian_american,by_self-reported_race/ethnicity_african_american,by_self-reported_race/ethnicity_hispanic,by_self-reported_race/ethnicity_native_american,by_self-reported_race/ethnicity_international,by_self-reported_race/ethnicity_unknown,by_residency_illinois,by_residency_non-illinois,academic_program_code,term,year,by_self-reported_race/ethnicity_hawaiian/pacific_isl,by_self-reported_race/ethnicity_multiracial,all_students_including_multiracial_and_hispanic_all_african_american,all_students_including_multiracial_and_hispanic_all_native_american,all_students_including_multiracial_and_hispanic_all_hawaiian/_pac_isl,all_students_including_multiracial_and_hispanic_all_asian,by_self-reported_race/ethnicity_all_african_american,by_self-reported_race/ethnicity_all_native_american,urm_urm
120061 ,KN ,613 ,BS ,0095 ,Elementary Education ,3953 ,EIEd: Political Science ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KN3953BS,sp,06,,,,,,,,,
120061 ,KN ,613 ,BS ,0095 ,Elementary Education ,3954 ,ElEd: Psychology ,41,2,39,0,36,1,2,0,0,0,2,40,1,10KN3954BS,sp,06,,,,,,,,,
120061 ,KN ,613 ,BS ,0095 ,Elementary Education ,3955 ,ElEd: Sociology ,16,1,15,0,14,1,1,0,0,0,0,16,0,10KN3955BS,sp,06,,,,,,,,,
120061 ,KN ,613 ,BS ,0095 ,Elementary Education ,3996 ,EIEd: French ,4,0,4,0,4,0,0,0,0,0,0,4,0,10KN3996BS,sp,06,,,,,,,,,
120061 ,KN ,613 ,BS ,0095 ,Elementary Education ,4004 ,EIEd: Spanish ,54,2,52,0,46,2,1,5,0,0,0,53,1,10KN4004BS,sp,06,,,,,,,,,
120061 ,KN ,613 ,CAS ,0095 ,Elementary Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0095CAS,sp,06,,,,,,,,,
120061 ,KN ,613 ,EDD ,0215 ,Secondary & Continuing Educ ,  ,  ,1,0,1,0,0,0,1,0,0,0,0,1,0,10KS0215EDD,sp,06,,,,,,,,,
120061 ,KN ,613 ,EDM ,0094 ,Early Childhood Education ,0212 ,Teacher Certification ,2,0,2,0,2,0,0,0,0,0,0,2,0,10KS0212EDM,sp,06,,,,,,,,,
120061 ,KN ,613 ,EDM ,0095 ,Elementary Education ,  ,  ,25,0,24,1,19,0,2,0,0,2,2,22,3,10KS0095EDM,sp,06,,,,,,,,,
120061 ,KN ,613 ,EDM ,0095 ,Elementary Education ,0211 ,Elementary Ed - Cert ,14,4,10,0,11,2,1,0,0,0,0,14,0,10KS0211EDM,sp,06,,,,,,,,,
120061 ,KN ,613 ,EDM ,0208 ,Education ,8542 ,Elementary & Early Childhd Ed ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS8542EDM,sp,06,,,,,,,,,
120061 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,  ,  ,10,2,8,0,4,0,2,0,0,4,0,6,4,10KS0215EDM,sp,06,,,,,,,,,
120061 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,0216 ,English Certification ,5,2,3,0,5,0,0,0,0,0,0,5,0,10KS0216EDM,sp,06,,,,,,,,,
120061 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,0217 ,Social Studies Certification ,7,5,2,0,6,0,0,0,0,0,1,7,0,10KS0217EDM,sp,06,,,,,,,,,
120061 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,0218 ,Sciences Certification ,11,6,5,0,8,1,1,1,0,0,0,11,0,10KS0218EDM,sp,06,,,,,,,,,
120061 ,KN ,613 ,EDM ,0215 ,Secondary & Continuing Educ ,0219 ,Mathematics Certification ,6,4,2,0,5,0,0,1,0,0,0,6,0,10KS0219EDM,sp,06,,,,,,,,,
120061 ,KN ,613 ,MA ,0095 ,Elementary Education ,  ,  ,11,0,11,0,1,2,2,0,0,6,0,6,5,10KS0095MA,sp,06,,,,,,,,,
120061 ,KN ,613 ,MA ,0215 ,Secondary & Continuing Educ ,  ,  ,2,1,1,0,1,0,0,0,0,1,0,0,2,10KS0215MA,sp,06,,,,,,,,,
120061 ,KN ,613 ,MS ,0095 ,Elementary Education ,  ,  ,3,1,2,0,2,0,0,1,0,0,0,2,1,10KS0095MS,sp,06,,,,,,,,,
120061 ,KN ,613 ,MS ,0215 ,Secondary & Continuing Educ ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0215MS,sp,06,,,,,,,,,
120061 ,KN ,613 ,PHD ,0095 ,Elementary Education ,  ,  ,45,9,36,0,10,2,2,1,0,29,1,13,32,10KS0095PHD,sp,06,,,,,,,,,
120061 ,KN ,613 ,PHD ,0215 ,Secondary & Continuing Educ ,  ,  ,68,24,44,0,20,3,6,1,0,38,0,17,51,10KS0215PHD,sp,06,,,,,,,,,
120061 ,KN ,616 ,MA ,0210 ,Educational Psychology ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0210MA,sp,06,,,,,,,,,
120061 ,KN ,616 ,NDEG ,0210 ,Educational Psychology ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS0210NDEG,sp,06,,,,,,,,,
120061 ,KN ,616 ,PHD ,0210 ,Educational Psychology ,  ,  ,116,31,85,0,41,5,9,6,0,55,0,25,91,10KS0210PHD,sp,06,,,,,,,,,
120061 ,KN ,640 ,EDD ,0220 ,Educational Policy Studies ,  ,  ,2,0,2,0,0,0,0,1,0,1,0,0,2,10KS0220EDD,sp,06,,,,,,,,,
120061 ,KN ,640 ,EDM ,0220 ,Educational Policy Studies ,  ,  ,4,1,3,0,1,1,1,1,0,0,0,4,0,10KS0220EDM,sp,06,,,,,,,,,
120061 ,KN ,640 ,MA ,0220 ,Educational Policy Studies ,  ,  ,33,10,23,0,10,3,6,9,2,3,0,18,15,10KS0220MA,sp,06,,,,,,,,,
120061 ,KN ,640 ,NDEG ,0220 ,Educational Policy Studies ,  ,  ,3,1,2,0,1,0,1,1,0,0,0,3,0,10KS0220NDEG,sp,06,,,,,,,,,
120061 ,KN ,640 ,PHD ,0220 ,Educational Policy Studies ,  ,  ,91,29,62,0,19,6,31,16,3,13,3,45,46,10KS0220PHD,sp,06,,,,,,,,,
120061 ,KN ,674 ,CAS ,0209 ,Ed Organization and Leadership ,  ,  ,8,1,7,0,8,0,0,0,0,0,0,8,0,10KS0209CAS,sp,06,,,,,,,,,
120061 ,KN ,674 ,CAS ,0209 ,Ed Organization and Leadership ,  ,  ,2,1,1,0,0,0,2,0,0,0,0,2,0,10KS0209CASX,sp,06,,,,,,,,,
120061 ,KN ,674 ,EDD ,0209 ,Ed Organization and Leadership ,  ,  ,47,18,29,0,38,0,5,2,0,0,2,47,0,10KS0209EDD,sp,06,,,,,,,,,
120061 ,KN ,674 ,EDM ,0208 ,Education ,8541 ,Educ Organization & Ldrshp ,2,2,0,0,2,0,0,0,0,0,0,2,0,10KS8541EDM,sp,06,,,,,,,,,
120061 ,KN ,674 ,EDM ,0209 ,Ed Organization and Leadership ,  ,  ,41,11,30,0,31,1,6,1,0,1,1,39,2,10KS0209EDM,sp,06,,,,,,,,,
120061 ,KN ,674 ,MA ,0208 ,Education ,8541 ,Educ Organization & Ldrshp ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS8541MA,sp,06,,,,,,,,,
120061 ,KN ,674 ,MA ,0209 ,Ed Organization and Leadership ,  ,  ,3,0,3,0,3,0,0,0,0,0,0,3,0,10KS0209MA,sp,06,,,,,,,,,
120061 ,KN ,674 ,MS ,0209 ,Ed Organization and Leadership ,  ,  ,1,0,1,0,0,0,1,0,0,0,0,1,0,10KS0209MS,sp,06,,,,,,,,,
120061 ,KN ,674 ,PHD ,0208 ,Education ,8541 ,Educ Organization & Ldrshp ,1,0,1,0,0,0,1,0,0,0,0,1,0,10KS8541PHD,sp,06,,,,,,,,,
120061 ,KN ,674 ,PHD ,0209 ,Ed Organization and Leadership ,  ,  ,19,10,9,0,11,0,5,1,0,2,0,14,5,10KS0209PHD,sp,06,,,,,,,,,
120061 ,KN ,760 ,EDD ,0222 ,Educ Voc Tech ,  ,  ,11,6,5,0,6,0,1,0,0,2,2,9,2,10KS0222EDD,sp,06,,,,,,,,,
120061 ,KN ,760 ,EDM ,0222 ,Educ Voc Tech ,  ,  ,30,4,26,0,14,2,7,0,0,6,1,23,7,10KS0222EDM,sp,06,,,,,,,,,
120061 ,KN ,760 ,EDM ,0222 ,Educ Voc Tech ,  ,  ,2,0,2,0,0,0,2,0,0,0,0,2,0,10KS0222EDMU,sp,06,,,,,,,,,
120061 ,KN ,760 ,MA ,0222 ,Educ Voc Tech ,  ,  ,4,0,4,0,1,0,1,0,0,2,0,3,1,10KS0222MA,sp,06,,,,,,,,,
120061 ,KN ,760 ,MS ,0222 ,Educ Voc Tech ,  ,  ,2,0,2,0,1,1,0,0,0,0,0,2,0,10KS0222MS,sp,06,,,,,,,,,
120061 ,KN ,760 ,PHD ,0222 ,Educ Voc Tech ,  ,  ,46,19,27,0,18,0,3,0,0,23,2,23,23,10KS0222PHD,sp,06,,,,,,,,,
120061 ,KP ,210 ,BS ,0118 ,Engineering Mechanics ,  ,  ,69,56,13,0,60,4,1,2,0,1,1,64,5,10KP0118BS,sp,06,,,,,,,,,
120061 ,KP ,210 ,MS ,0242 ,Theoretical & Applied Mechans ,  ,  ,8,7,1,0,7,0,0,0,0,1,0,2,6,10KS0242MS,sp,06,,,,,,,,,
120061 ,KP ,210 ,PHD ,0242 ,Theoretical & Applied Mechans ,  ,  ,53,47,6,0,15,0,0,0,0,38,0,7,46,10KS0242PHD,sp,06,,,,,,,,,
120061 ,KP ,227 ,BS ,0102 ,Agricultural Engineering ,  ,  ,52,44,8,0,46,1,2,2,0,0,1,51,1,10KP0102BS,sp,06,,,,,,,,,
120061 ,KP ,227 ,MS ,0102 ,Agricultural Engineering ,  ,  ,11,8,3,0,9,0,0,0,0,2,0,7,4,10KS0102MS,sp,06,,,,,,,,,
120061 ,KP ,227 ,NDEG ,0067 ,Nondegree ,  ,  ,45,38,7,0,5,0,1,0,0,37,2,5,40,10KP0067NDEG,sp,06,,,,,,,,,
120061 ,KP ,227 ,PHD ,0102 ,Agricultural Engineering ,  ,  ,26,20,6,0,1,2,0,1,0,22,0,2,24,10KS0102PHD,sp,06,,,,,,,,,
120061 ,KP ,244 ,BS ,0121 ,Engineering Physics ,  ,  ,105,90,15,0,85,10,1,3,0,5,1,83,22,10KP0121BS,sp,06,,,,,,,,,
120061 ,KP ,244 ,MS ,0240 ,Physics ,  ,  ,2,2,0,0,1,0,0,0,0,1,0,1,1,10KS0240MS,sp,06,,,,,,,,,
120061 ,KP ,244 ,NDEG ,0240 ,Physics ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,2,0,10KS0240NDEG,sp,06,,,,,,,,,
120061 ,KP ,244 ,PHD ,0240 ,Physics ,  ,  ,278,239,39,0,138,11,2,4,0,119,4,23,255,10KS0240PHD,sp,06,,,,,,,,,
120061 ,KP ,251 ,BS ,0106 ,Civil Engineering ,  ,  ,460,369,91,0,358,45,5,22,2,14,14,415,45,10KP0106BS,sp,06,,,,,,,,,
120061 ,KP ,251 ,MS ,0106 ,Civil Engineering ,  ,  ,122,97,25,0,63,2,4,6,1,46,0,43,79,10KS0106MS,sp,06,,,,,,,,,
120061 ,KP ,251 ,MS ,0231 ,Environ Engr in Civil Engr ,  ,  ,26,13,13,0,13,2,2,0,0,9,0,8,18,10KS0231MS,sp,06,,,,,,,,,
120061 ,KP ,251 ,MS ,0232 ,Environ Science in Civil Engr ,  ,  ,4,2,2,0,2,1,0,0,0,1,0,1,3,10KS0232MS,sp,06,,,,,,,,,
120061 ,KP ,251 ,PHD ,0106 ,Civil Engineering ,  ,  ,147,127,20,0,24,8,1,1,0,113,0,10,137,10KS0106PHD,sp,06,,,,,,,,,
120061 ,KP ,251 ,PHD ,0231 ,Environ Engr in Civil Engr ,  ,  ,31,18,13,0,10,1,0,0,0,20,0,4,27,10KS0231PHD,sp,06,,,,,,,,,
120061 ,KP ,251 ,PHD ,0232 ,Environ Science in Civil Engr ,  ,  ,10,7,3,0,0,0,0,0,0,10,0,0,10,10KS0232PHD,sp,06,,,,,,,,,
120061 ,KP ,343 ,BS ,0408 ,Bioengineering ,  ,  ,53,38,15,0,33,16,1,0,0,2,1,50,3,10KP0408BS,sp,06,,,,,,,,,
120061 ,KP ,343 ,MS ,0408 ,Bioengineering ,  ,  ,3,1,2,0,2,0,0,0,0,1,0,1,2,10KS0408MS,sp,06,,,,,,,,,
120061 ,KP ,343 ,PHD ,0408 ,Bioengineering ,  ,  ,6,2,4,0,4,0,0,0,0,2,0,2,4,10KS0408PHD,sp,06,,,,,,,,,
120061 ,KP ,422 ,BS ,0124 ,General Engineering ,  ,  ,534,427,107,0,421,63,7,22,1,9,11,483,51,10KP0124BS,sp,06,,,,,,,,,
120061 ,KP ,422 ,MS ,0124 ,General Engineering ,  ,  ,19,17,2,0,8,2,1,1,0,7,0,10,9,10KS0124MS,sp,06,,,,,,,,,
120061 ,KP ,422 ,MS ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,7,4,3,0,0,1,0,0,0,6,0,1,6,10KS3846MS,sp,06,,,,,,,,,
120061 ,KP ,422 ,PHD ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,21,20,1,0,5,0,1,0,0,15,0,6,15,10KS3846PHD,sp,06,,,,,,,,,
120061 ,KP ,434 ,BS ,0112 ,Computer Science ,  ,  ,600,543,55,2,385,122,8,25,2,48,10,441,159,10KP0112BS,sp,06,,,,,,,,,
120061 ,KP ,434 ,BS ,0112 ,Computer Science ,1854 ,CS:BS/MS Program ,6,6,0,0,3,2,0,0,0,1,0,4,2,10KP1854BS,sp,06,,,,,,,,,
120061 ,KP ,434 ,MCS ,0112 ,Computer Science ,  ,  ,8,6,2,0,5,0,0,0,0,2,1,3,5,10KS0112MCS,sp,06,,,,,,,,,
120061 ,KP ,434 ,MS ,0112 ,Computer Science ,  ,  ,52,49,3,0,21,5,0,2,0,23,1,15,37,10KS0112MS,sp,06,,,,,,,,,
120061 ,KP ,434 ,MS ,0112 ,Computer Science ,1854 ,CS:BS/MS Program ,8,7,1,0,3,3,0,0,0,2,0,5,3,10KS1854MS,sp,06,,,,,,,,,
120061 ,KP ,434 ,PHD ,0112 ,Computer Science ,  ,  ,323,271,52,0,86,23,2,1,0,211,0,29,294,10KS0112PHD,sp,06,,,,,,,,,
120061 ,KP ,615 ,BS ,0099 ,Aero & Astro Engineering ,  ,  ,1,1,0,0,0,0,0,0,0,1,0,0,1,10KP0099BS,sp,06,,,,,,,,,
120061 ,KP ,615 ,BS ,4048 ,Aerospace Engineering ,  ,  ,326,278,48,0,245,44,4,12,1,12,8,278,48,10KP4048BS,sp,06,,,,,,,,,
120061 ,KP ,615 ,MS ,0099 ,Aero & Astro Engineering ,  ,  ,19,18,1,0,14,1,1,0,0,3,0,9,10,10KS0099MS,sp,06,,,,,,,,,
120061 ,KP ,615 ,MS ,4048 ,Aerospace Engineering ,  ,  ,25,23,2,0,15,4,1,0,0,5,0,11,14,10KS4048MS,sp,06,,,,,,,,,
120061 ,KP ,615 ,NDEG ,4048 ,Aerospace Engineering ,  ,  ,1,1,0,0,0,0,0,0,0,1,0,0,1,10KS4048NDEG,sp,06,,,,,,,,,
120061 ,KP ,615 ,PHD ,0099 ,Aero & Astro Engineering ,  ,  ,21,16,5,0,11,1,0,0,0,8,1,5,16,10KS0099PHD,sp,06,,,,,,,,,
120061 ,KP ,615 ,PHD ,4048 ,Aerospace Engineering ,  ,  ,12,11,1,0,5,0,0,1,0,6,0,5,7,10KS4048PHD,sp,06,,,,,,,,,
120061 ,KP ,917 ,BS ,0127 ,Industrial Engineering ,  ,  ,60,41,19,0,41,9,0,2,0,7,1,49,11,10KP0127BS,sp,06,,,,,,,,,
120061 ,KP ,917 ,BS ,0127 ,Industrial Engineering ,4017 ,BS/MS Industrial Engineering ,2,1,1,0,2,0,0,0,0,0,0,2,0,10KP4017BS,sp,06,,,,,,,,,
120061 ,KP ,917 ,BS ,0133 ,Mechanical Engineering ,  ,  ,760,666,91,3,551,110,16,34,1,31,17,649,111,10KP0133BS,sp,06,,,,,,,,,
120061 ,KP ,917 ,BS ,0133 ,Mechanical Engineering ,4018 ,BS/MS Mechanical Engineering ,13,13,0,0,11,2,0,0,0,0,0,12,1,10KP4018BS,sp,06,,,,,,,,,
120061 ,KP ,917 ,MS ,0127 ,Industrial Engineering ,  ,  ,5,3,2,0,1,1,0,0,0,3,0,2,3,10KS0127MS,sp,06,,,,,,,,,
120061 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,  ,  ,91,80,11,0,53,4,1,3,3,27,0,27,64,10KS0133MS,sp,06,,,,,,,,,
120061 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,4018 ,BS/MS Mechanical Engineering ,8,6,2,0,7,1,0,0,0,0,0,6,2,10KS4018MS,sp,06,,,,,,,,,
120061 ,KP ,917 ,PHD ,0127 ,Industrial Engineering ,  ,  ,11,9,2,0,4,0,0,0,0,7,0,1,10,10KS0127PHD,sp,06,,,,,,,,,
120061 ,KP ,917 ,PHD ,0133 ,Mechanical Engineering ,  ,  ,115,100,15,0,25,4,2,3,0,81,0,19,96,10KS0133PHD,sp,06,,,,,,,,,
120061 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,  ,  ,203,159,44,0,142,31,4,5,1,14,6,155,48,10KP0130BS,sp,06,,,,,,,,,
120061 ,KP ,919 ,MS ,0130 ,Materials Science & Engr ,  ,  ,7,6,1,0,4,2,0,0,0,1,0,3,4,10KS0130MS,sp,06,,,,,,,,,
120061 ,KP ,919 ,PHD ,0130 ,Materials Science & Engr ,  ,  ,155,108,47,0,49,17,1,2,0,85,1,18,137,10KS0130PHD,sp,06,,,,,,,,,
120061 ,KP ,933 ,BS ,0109 ,Computer Engineering ,  ,  ,470,434,34,2,258,111,21,22,0,45,13,333,137,10KP0109BS,sp,06,,,,,,,,,
120061 ,KP ,933 ,BS ,0115 ,Electrical Engineering ,  ,  ,777,681,96,0,318,268,17,21,0,141,12,468,309,10KP0115BS,sp,06,,,,,,,,,
120061 ,KP ,933 ,MS ,0115 ,Electrical Engineering ,  ,  ,225,196,29,0,101,43,4,5,0,69,3,70,155,10KS0115MS,sp,06,,,,,,,,,
120061 ,KP ,933 ,NDEG ,0115 ,Electrical Engineering ,  ,  ,4,4,0,0,0,0,0,0,0,4,0,0,4,10KS0115NDEG,sp,06,,,,,,,,,
120061 ,KP ,933 ,PHD ,0115 ,Electrical Engineering ,  ,  ,288,246,42,0,65,39,1,4,0,178,1,37,251,10KS0115PHD,sp,06,,,,,,,,,
120061 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,  ,  ,89,78,11,0,69,12,0,6,0,1,1,76,13,10KP0139BS,sp,06,,,,,,,,,
120061 ,KP ,973 ,MS ,0139 ,Nuclear Engineering ,  ,  ,15,12,3,0,11,2,1,0,0,1,0,12,3,10KS0139MS,sp,06,,,,,,,,,
120061 ,KP ,973 ,PHD ,0139 ,Nuclear Engineering ,  ,  ,43,37,6,0,14,1,0,1,0,27,0,7,36,10KS0139PHD,sp,06,,,,,,,,,
120061 ,KR ,447 ,NDEG ,0067 ,Nondegree ,  ,  ,19,8,11,0,7,3,0,0,0,9,0,8,11,10KR0067NDEG,sp,06,,,,,,,,,
120061 ,KR ,495 ,AMUSD ,0265 ,Music ,  ,  ,160,66,94,0,72,10,2,4,0,68,4,36,124,10KS0265AMUS,sp,06,,,,,,,,,
120061 ,KR ,495 ,BA ,0265 ,Music ,  ,  ,6,4,2,0,5,1,0,0,0,0,0,6,0,10KR0265BA,sp,06,,,,,,,,,
120061 ,KR ,495 ,BME ,0168 ,Music Education ,3930 ,Choral Music ,58,18,40,0,49,6,0,2,0,0,1,56,2,10KR3930BME,sp,06,,,,,,,,,
120061 ,KR ,495 ,BME ,0168 ,Music Education ,3931 ,Instrumental Music ,127,57,70,0,110,8,2,4,1,0,2,119,8,10KR3931BME,sp,06,,,,,,,,,
120061 ,KR ,495 ,BME ,0168 ,Music Education ,3932 ,Elementary General Music ,7,1,6,0,5,2,0,0,0,0,0,7,0,10KR3932BME,sp,06,,,,,,,,,
120061 ,KR ,495 ,BMUS ,0157 ,Voice ,  ,  ,18,3,15,0,12,1,3,0,0,1,1,13,5,10KR0157BMUS,sp,06,,,,,,,,,
120061 ,KR ,495 ,BMUS ,0158 ,Instrumental Music ,  ,  ,121,51,70,0,86,14,3,3,0,10,5,83,38,10KR0158BMUS,sp,06,,,,,,,,,
120061 ,KR ,495 ,BMUS ,0159 ,Music Composition ,  ,  ,10,8,2,0,7,0,0,0,0,1,2,8,2,10KR0159BMUS,sp,06,,,,,,,,,
120061 ,KR ,495 ,BMUS ,0160 ,Music History ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KR0160BMUS,sp,06,,,,,,,,,
120061 ,KR ,495 ,BMUS ,0161 ,Open Studies ,  ,  ,18,14,4,0,15,0,0,1,0,1,1,15,3,10KR0161BMUS,sp,06,,,,,,,,,
120061 ,KR ,495 ,EDD ,0168 ,Music Education ,  ,  ,12,10,2,0,11,0,0,0,0,1,0,4,8,10KS0168EDD,sp,06,,,,,,,,,
120061 ,KR ,495 ,MME ,0168 ,Music Education ,  ,  ,15,10,5,0,12,0,0,0,1,2,0,8,7,10KS0168MME,sp,06,,,,,,,,,
120061 ,KR ,495 ,MMUS ,0265 ,Music ,  ,  ,98,49,49,0,68,8,1,3,0,16,2,32,66,10KS0265MMUS,sp,06,,,,,,,,,
120061 ,KR ,495 ,NDEG ,0265 ,Music ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,2,0,10KS0265NDEG,sp,06,,,,,,,,,
120061 ,KR ,495 ,PHD ,0265 ,Music ,  ,  ,10,5,5,0,5,0,1,0,0,4,0,0,10,10KS0265PHD,sp,06,,,,,,,,,
120061 ,KR ,495 ,PHD ,1481 ,Musicology ,  ,  ,10,5,5,0,6,1,1,0,0,2,0,2,8,10KS1481PHD,sp,06,,,,,,,,,
120061 ,KR ,526 ,BFA ,0148 ,Graphic Design ,  ,  ,72,20,52,0,44,15,2,5,0,6,0,60,12,10KR0148BFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,BFA ,0149 ,Crafts ,3933 ,Ceramics ,4,2,2,0,3,0,0,1,0,0,0,3,1,10KR3933BFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,BFA ,0149 ,Crafts ,3934 ,Glass ,3,1,2,0,2,1,0,0,0,0,0,3,0,10KR3934BFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,BFA ,0149 ,Crafts ,3935 ,Metals ,9,2,7,0,6,2,0,1,0,0,0,9,0,10KR3935BFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,BFA ,0150 ,History of Art ,  ,  ,22,2,20,0,17,1,1,1,0,1,1,21,1,10KR0150BFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,BFA ,0151 ,Photography ,  ,  ,31,10,21,0,28,3,0,0,0,0,0,30,1,10KR0151BFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,BFA ,0152 ,Industrial Design ,  ,  ,96,47,49,0,65,18,2,5,0,5,1,82,14,10KR0152BFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,BFA ,0153 ,Painting ,  ,  ,43,16,27,0,35,4,1,2,0,1,0,41,2,10KR0153BFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,BFA ,0154 ,Sculpture ,  ,  ,10,7,3,0,7,1,2,0,0,0,0,10,0,10KR0154BFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,BFA ,0169 ,Art Education ,  ,  ,71,10,61,0,68,2,1,0,0,0,0,71,0,10KR0169BFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,EDD ,0169 ,Art Education ,  ,  ,15,2,13,0,6,2,0,0,0,7,0,6,9,10KS0169EDD,sp,06,,,,,,,,,
120061 ,KR ,526 ,MA ,0169 ,Art Education ,  ,  ,14,5,9,0,11,1,1,0,0,1,0,8,6,10KS0169MA,sp,06,,,,,,,,,
120061 ,KR ,526 ,MA ,0250 ,Art History ,  ,  ,13,1,12,0,9,1,1,0,0,2,0,6,7,10KS0250MA,sp,06,,,,,,,,,
120061 ,KR ,526 ,MFA ,0252 ,Art and Design ,  ,  ,3,3,0,0,3,0,0,0,0,0,0,1,2,10KS0252MFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,MFA ,0252 ,Art and Design ,0254 ,Graphic Design ,6,0,6,0,1,2,1,0,0,2,0,3,3,10KS0254MFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,MFA ,0252 ,Art and Design ,0255 ,Industrial Design ,6,5,1,0,6,0,0,0,0,0,0,1,5,10KS0255MFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,MFA ,0252 ,Art and Design ,0256 ,Metals ,6,2,4,0,2,0,0,0,1,3,0,1,5,10KS0256MFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,MFA ,0252 ,Art and Design ,0257 ,Painting ,10,6,4,0,7,1,1,0,0,1,0,3,7,10KS0257MFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,MFA ,0252 ,Art and Design ,0258 ,Photography ,5,3,2,0,4,1,0,0,0,0,0,2,3,10KS0258MFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,MFA ,0252 ,Art and Design ,0260 ,Sculpture ,6,3,3,0,6,0,0,0,0,0,0,2,4,10KS0260MFA,sp,06,,,,,,,,,
120061 ,KR ,526 ,NDEG ,0252 ,Art and Design ,  ,  ,4,2,2,0,4,0,0,0,0,0,0,4,0,10KS0252NDEG,sp,06,,,,,,,,,
120061 ,KR ,526 ,NONE ,0390 ,General Curriculum ,  ,  ,165,60,105,0,119,18,4,13,2,6,3,154,11,10KR0390NONE,sp,06,,,,,,,,,
120061 ,KR ,526 ,PHD ,0250 ,Art History ,  ,  ,17,2,15,0,10,0,1,2,0,4,0,7,10,10KS0250PHD,sp,06,,,,,,,,,
120061 ,KR ,569 ,BFA ,0156 ,Landscape Architecture ,  ,  ,4,4,0,0,3,0,0,1,0,0,0,4,0,10KR0156BFA,sp,06,,,,,,,,,
120061 ,KR ,569 ,BLA ,0156 ,Landscape Architecture ,  ,  ,102,71,31,0,92,4,1,4,0,1,0,99,3,10KR0156BLA,sp,06,,,,,,,,,
120061 ,KR ,569 ,MLA ,0156 ,Landscape Architecture ,  ,  ,34,10,24,0,19,0,0,0,0,14,1,12,22,10KS0156MLA,sp,06,,,,,,,,,
120061 ,KR ,569 ,PHD ,0156 ,Landscape Architecture ,  ,  ,5,1,4,0,2,0,0,0,0,3,0,1,4,10KS0156PHD,sp,06,,,,,,,,,
120061 ,KR ,733 ,BA ,0155 ,Urban Planning ,  ,  ,124,70,54,0,94,9,11,4,0,2,4,121,3,10KR0155BA,sp,06,,,,,,,,,
120061 ,KR ,733 ,MUP ,0155 ,Urban Planning ,  ,  ,59,27,32,0,39,1,3,1,0,14,1,28,31,10KS0155MUP,sp,06,,,,,,,,,
120061 ,KR ,733 ,PHD ,0274 ,Regional Planning ,  ,  ,25,15,10,0,5,0,0,1,0,19,0,1,24,10KS0274PHD,sp,06,,,,,,,,,
120061 ,KR ,767 ,BS ,0146 ,Architectural Studies ,  ,  ,504,294,210,0,382,47,12,29,0,26,8,437,67,10KR0146BS,sp,06,,,,,,,,,
120061 ,KR ,767 ,MARCH ,0249 ,Architecture ,0246 ,Architecture - 1yr ,1,1,0,0,0,0,0,0,0,0,1,0,1,10KS0246MARC,sp,06,,,,,,,,,
